brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
honda,accord,manual,12.0,petrol,2354.0,94989.0,1.0,658000.0,coimbatore,12.8,177.6,5.0,
maruti,swift,manual,12.0,diesel,1248.0,58133.0,1.0,480000.0,chennai,22.9,74.0,5.0,
skoda,fabia,manual,16.0,petrol,1198.0,61000.0,2.0,165000.0,pune,17.5,70.0,5.0,
jeep,compass,manual,7.0,diesel,1956.0,27000.0,1.0,1500000.0,kolkata,17.1,170.0,5.0,
tata,nano,manual,10.0,petrol,624.0,18050.0,2.0,100000.0,ahmedabad,25.4,37.5,4.0,
ford,fiesta,manual,17.0,petrol,1596.0,145277.0,1.0,165000.0,hyderabad,15.3,101.0,5.0,
maruti,celerio,manual,9.0,diesel,793.0,42000.0,1.0,360000.0,ahmedabad,27.62,47.0,5.0,
toyota,fortuner,manual,13.0,diesel,2982.0,86000.0,1.0,1150000.0,delhi,11.5,171.0,7.0,
maruti,celerio,manual,9.0,diesel,793.0,42150.0,1.0,360000.0,ahmedabad,27.62,47.0,5.0,
hyundai,eon,manual,9.0,petrol,814.0,30158.0,1.0,305000.0,pune,21.1,55.2,5.0,
ford,fiesta,manual,13.0,diesel,1498.0,47000.0,2.0,600000.0,bangalore,23.5,90.0,5.0,
volkswagen,polo,manual,11.0,petrol,1198.0,39000.0,1.0,375000.0,ahmedabad,16.47,74.0,5.0,
volkswagen,polo,manual,8.0,petrol,1199.0,32125.0,1.0,617000.0,coimbatore,16.2,74.0,5.0,
maruti,vitara,manual,7.0,diesel,1248.0,58829.0,1.0,905000.0000000001,coimbatore,24.3,88.5,5.0,
honda,brio,manual,11.0,petrol,1198.0,67559.0,1.0,405000.0,coimbatore,19.4,86.8,5.0,
maruti,swift,manual,11.0,petrol,1298.0,55000.0,1.0,425000.0,pune,17.5,85.8,5.0,
maruti,celerio,manual,6.0,petrol,998.0,30000.0,1.0,375000.0,kolkata,23.1,67.04,5.0,
hyundai,creta,automatic,8.0,petrol,1591.0,28000.0,1.0,1185000.0,mumbai,13.0,121.3,5.0,
ford,ecosport,manual,8.0,diesel,1498.0,31826.0,1.0,824000.0,kochi,22.7,89.84,5.0,
maruti,swift,manual,8.0,diesel,1248.0,64000.0,1.0,599000.0,hyderabad,17.8,,5.0,
honda,cr-v,manual,16.0,petrol,1997.0,100009.0,2.0,650000.0,jaipur,13.1,141.1,5.0,
land,rover,automatic,5.0,diesel,2179.0,17201.0,1.0,5891000.0,coimbatore,12.51,187.7,7.0,
mahindra,xuv500,manual,10.0,diesel,2179.0,74345.0,1.0,800000.0,delhi,15.1,140.0,7.0,
volkswagen,polo,manual,9.0,petrol,1198.0,58134.0,1.0,463999.99999999994,kochi,16.47,74.0,5.0,
hyundai,i10,automatic,14.0,petrol,1197.0,30566.0,1.0,332000.0,kochi,19.2,80.0,5.0,
hyundai,i10,manual,12.0,petrol,1197.0,55231.0,2.0,278000.0,chennai,20.36,78.9,5.0,
chevrolet,cruze,automatic,8.0,diesel,1998.0,67774.0,1.0,894999.9999999999,kochi,14.81,163.7,5.0,
mercedes-benz,e-class,automatic,11.0,petrol,1991.0,50319.0,1.0,2195000.0,mumbai,12.0,181.03,5.0,
hyundai,sonata,manual,11.0,petrol,2359.0,45000.0,1.0,790000.0,ahmedabad,11.7,134.0,5.0,
mercedes-benz,new,automatic,17.0,petrol,1796.0,43627.0,1.0,2900000.0,kolkata,11.74,186.0,5.0,
volkswagen,polo,manual,11.0,diesel,1199.0,45000.0,1.0,325000.0,kolkata,22.07,73.9,5.0,
honda,city,manual,10.0,petrol,1497.0,10500.0,1.0,590000.0,mumbai,17.4,117.3,5.0,
maruti,vitara,manual,7.0,diesel,1248.0,21789.0,1.0,988000.0000000001,coimbatore,24.3,88.5,5.0,
hyundai,elite,manual,5.0,petrol,1197.0,21134.0,1.0,877999.9999999999,coimbatore,18.6,81.86,5.0,
tata,new,manual,13.0,diesel,2179.0,90000.0,2.0,275000.0,kolkata,13.93,138.1,7.0,
nissan,sunny,manual,10.0,diesel,1461.0,51553.0,1.0,598000.0,kochi,21.64,84.8,5.0,
bmw,3,automatic,13.0,petrol,2497.0,31000.0,1.0,3100000.0,delhi,10.9,215.0,5.0,
toyota,corolla,manual,13.0,petrol,1798.0,67422.0,2.0,355000.0,delhi,14.53,138.0,5.0,
hyundai,verna,manual,9.0,diesel,1582.0,60519.0,1.0,624000.0,kochi,22.32,126.32,5.0,
maruti,swift,manual,15.0,diesel,1248.0,34000.0,1.0,219000.0,kolkata,19.3,73.9,5.0,
maruti,dzire,manual,11.0,diesel,1248.0,68434.0,1.0,550000.0,hyderabad,28.4,73.75,5.0,
maruti,alto,manual,10.0,petrol,998.0,17000.0,1.0,210000.0,pune,24.07,67.1,5.0,
jaguar,xj,automatic,13.0,petrol,5000.0,43686.0,1.0,5066000.0,coimbatore,10.5,503.0,4.0,
mercedes-benz,new,automatic,12.0,diesel,2143.0,22000.0,1.0,1400000.0,kolkata,14.84,170.0,5.0,
hyundai,verna,manual,11.0,diesel,1582.0,79225.0,1.0,550000.0,mumbai,22.0,126.2,5.0,
chevrolet,aveo,manual,17.0,petrol,1598.0,63000.0,3.0,120000.0,pune,14.2,102.0,5.0,
maruti,swift,manual,10.0,petrol,1197.0,61922.0,1.0,530000.0,hyderabad,20.4,81.8,5.0,
hyundai,verna,manual,9.0,diesel,1582.0,85000.0,1.0,630000.0,chennai,23.9,126.2,5.0,
mercedes-benz,glc,automatic,7.0,diesel,2143.0,26192.0,1.0,4047000.0,kochi,17.9,168.0,5.0,
toyota,fortuner,manual,11.0,diesel,2982.0,65000.0,1.0,1610000.0000000002,delhi,13.0,168.5,7.0,
audi,q5,automatic,10.0,diesel,1968.0,44999.0,1.0,2500000.0,delhi,12.8,167.6,5.0,
bmw,3,automatic,16.0,diesel,1995.0,81308.0,2.0,795000.0,mumbai,13.2,170.0,5.0,
maruti,alto,manual,8.0,petrol,796.0,35000.0,1.0,265000.0,delhi,24.7,47.3,5.0,
maruti,alto,manual,12.0,petrol,998.0,65349.0,1.0,281000.0,coimbatore,20.92,67.1,5.0,
audi,a4,automatic,12.0,petrol,1798.0,80000.0,1.0,1750000.0,hyderabad,15.64,167.62,5.0,
maruti,swift,manual,12.0,petrol,1197.0,61000.0,1.0,330000.0,mumbai,16.1,85.0,5.0,
maruti,wagon,manual,5.0,petrol,998.0,31817.0,1.0,534000.0,kochi,22.5,67.04,5.0,
skoda,rapid,manual,8.0,diesel,1498.0,41000.0,1.0,850000.0,hyderabad,21.14,103.52,5.0,
honda,jazz,manual,14.0,petrol,1198.0,82606.0,2.0,269000.0,kochi,16.0,90.0,5.0,
mahindra,xuv500,manual,9.0,diesel,2179.0,52000.0,1.0,1150000.0,ahmedabad,16.0,140.0,7.0,
maruti,ritz,manual,13.0,petrol,1197.0,50318.0,1.0,405999.99999999994,coimbatore,18.5,85.8,5.0,
mercedes-benz,gle,automatic,8.0,diesel,2143.0,50000.0,1.0,4900000.0,hyderabad,17.9,201.15,5.0,
skoda,rapid,manual,12.0,diesel,1598.0,72000.0,1.0,459999.99999999994,bangalore,20.5,103.5,5.0,
hyundai,grand,manual,9.0,diesel,1120.0,63776.0,1.0,396000.0,delhi,24.0,70.0,5.0,
hyundai,elite,manual,9.0,petrol,1197.0,28133.0,1.0,560000.0,mumbai,18.6,81.86,5.0,
tata,zest,manual,7.0,diesel,1248.0,45000.0,1.0,375000.0,kolkata,22.95,74.0,5.0,
hyundai,i20,manual,9.0,diesel,1396.0,55697.0,1.0,550000.0,jaipur,22.54,88.73,5.0,
skoda,rapid,manual,12.0,diesel,1598.0,62000.0,2.0,300000.0,delhi,20.5,103.5,5.0,
fiat,linea,manual,13.0,petrol,1368.0,48000.0,1.0,300000.0,mumbai,16.0,90.0,5.0,
maruti,swift,manual,14.0,petrol,1298.0,90246.0,1.0,295000.0,pune,16.1,88.2,5.0,
tata,indica,manual,9.0,diesel,1396.0,80500.0,1.0,245000.00000000003,hyderabad,25.0,69.0,5.0,
mercedes-benz,new,automatic,12.0,diesel,2143.0,119000.0,1.0,1399000.0,pune,14.84,170.0,5.0,
mercedes-benz,gle,automatic,8.0,diesel,2987.0,28541.0,1.0,6075000.0,bangalore,11.57,254.79,5.0,
hyundai,santro,manual,16.0,petrol,1086.0,45500.0,2.0,117000.0,kolkata,0.0,,5.0,
honda,city,manual,12.0,petrol,1497.0,41000.0,2.0,450000.0,chennai,16.8,116.3,5.0,
hyundai,i20,manual,14.0,petrol,1197.0,58000.0,2.0,250000.0,mumbai,18.5,80.0,5.0,
toyota,fortuner,manual,9.0,diesel,2982.0,99000.0,1.0,2050000.0,chennai,13.0,168.5,7.0,
hyundai,grand,manual,10.0,petrol,1197.0,31200.0,1.0,390000.0,delhi,18.9,82.0,5.0,
volkswagen,jetta,manual,15.0,diesel,1896.0,85000.0,2.0,350000.0,chennai,15.0,105.0,5.0,
ford,ecosport,automatic,8.0,petrol,1499.0,60924.0,1.0,830000.0000000001,hyderabad,15.63,110.4,5.0,
hyundai,eon,manual,12.0,petrol,814.0,45000.0,1.0,250000.0,chennai,21.1,55.2,5.0,
nissan,micra,automatic,13.0,petrol,1198.0,44000.0,1.0,265000.0,kolkata,19.15,75.94,5.0,
honda,jazz,automatic,8.0,petrol,1199.0,30534.0,1.0,742000.0,kochi,19.0,88.7,5.0,
volkswagen,polo,manual,8.0,petrol,1198.0,46399.0,1.0,463000.0,kochi,16.47,74.0,5.0,
maruti,alto,manual,16.0,petrol,796.0,42000.0,1.0,109000.00000000001,kolkata,19.7,46.3,5.0,
hyundai,verna,manual,13.0,diesel,1582.0,67000.0,1.0,380000.0,delhi,22.32,126.32,5.0,
mercedes-benz,e-class,automatic,11.0,diesel,2148.0,58000.0,1.0,1575000.0,mumbai,10.0,170.0,5.0,
tata,zest,manual,9.0,petrol,1193.0,27000.0,1.0,527000.0,coimbatore,17.57,88.7,5.0,
honda,brio,manual,12.0,petrol,1198.0,39566.0,2.0,275000.0,mumbai,18.4,86.8,5.0,
honda,jazz,manual,8.0,diesel,1498.0,14980.0,1.0,740000.0,chennai,27.3,98.6,5.0,
maruti,alto,automatic,7.0,petrol,998.0,18491.0,1.0,390000.0,jaipur,24.07,67.1,5.0,
maruti,zen,manual,24.0,petrol,993.0,90000.0,2.0,70000.0,jaipur,17.3,60.0,5.0,
hyundai,i20,manual,9.0,diesel,1396.0,118211.0,1.0,590000.0,pune,22.54,88.73,5.0,
maruti,sx4,manual,8.0,diesel,1598.0,63316.0,1.0,958000.0,coimbatore,22.7,118.0,5.0,
mercedes-benz,e-class,automatic,10.0,diesel,2143.0,42000.0,1.0,2495000.0,delhi,14.21,203.0,5.0,
chevrolet,enjoy,manual,9.0,petrol,1399.0,25648.0,1.0,429000.0,kochi,13.7,98.82,7.0,
mercedes-benz,e-class,automatic,13.0,diesel,2143.0,67612.0,2.0,1150000.0,delhi,14.21,203.0,5.0,
mahindra,xuv500,manual,8.0,diesel,2179.0,33000.0,1.0,965000.0,mumbai,16.0,140.0,7.0,
hyundai,i10,manual,9.0,petrol,1197.0,20000.0,1.0,375000.0,mumbai,20.36,78.9,5.0,
hyundai,getz,manual,17.0,petrol,1341.0,143000.0,2.0,110000.00000000001,pune,14.2,82.9,5.0,
audi,q7,automatic,10.0,diesel,2967.0,118218.0,1.0,3141000.0,coimbatore,12.07,241.4,7.0,
mahindra,scorpio,manual,12.0,diesel,2179.0,99000.0,3.0,600000.0,pune,12.05,120.0,8.0,
honda,jazz,manual,8.0,petrol,1199.0,22700.0,1.0,555000.0,pune,18.7,88.7,5.0,
tata,safari,manual,7.0,diesel,2179.0,28000.0,1.0,1091000.0,jaipur,14.0,138.1,7.0,
mahindra,xuv500,manual,10.0,diesel,2179.0,62000.0,1.0,725000.0,kolkata,15.1,140.0,7.0,
volkswagen,polo,manual,12.0,diesel,1199.0,107023.0,1.0,390000.0,hyderabad,22.07,73.9,5.0,
maruti,swift,manual,12.0,diesel,1248.0,71082.0,1.0,395000.0,delhi,19.3,73.9,5.0,
audi,q3,automatic,11.0,diesel,1968.0,60000.0,1.0,2200000.0,mumbai,15.73,174.33,5.0,
maruti,celerio,manual,10.0,petrol,998.0,21701.0,1.0,338000.0,delhi,23.1,67.04,5.0,
honda,city,manual,13.0,petrol,1497.0,56000.0,1.0,345000.0,mumbai,16.8,116.3,5.0,
hyundai,i20,manual,8.0,petrol,1197.0,32450.0,1.0,575000.0,delhi,18.6,81.83,5.0,
renault,kwid,manual,8.0,petrol,799.0,12500.0,1.0,275000.0,jaipur,25.17,53.3,5.0,
mercedes-benz,cla,automatic,5.0,diesel,2143.0,20483.0,1.0,3030000.0,kochi,17.9,136.0,5.0,
ford,ecosport,manual,10.0,diesel,1498.0,45800.0,1.0,750000.0,hyderabad,22.7,89.84,5.0,
hyundai,i20,manual,9.0,petrol,1197.0,35441.0,1.0,687000.0,coimbatore,18.6,81.83,5.0,
toyota,innova,manual,9.0,diesel,2494.0,86398.0,1.0,1520000.0,bangalore,12.99,100.6,7.0,
nissan,sunny,manual,12.0,diesel,1461.0,150000.0,1.0,350000.0,chennai,21.64,84.8,5.0,
maruti,swift,manual,10.0,diesel,1248.0,89000.0,1.0,585000.0,hyderabad,25.2,74.0,5.0,
maruti,a-star,manual,14.0,petrol,998.0,68375.0,1.0,250000.0,hyderabad,19.0,66.1,5.0,
maruti,swift,manual,11.0,petrol,1197.0,52000.0,1.0,395000.0,pune,18.6,85.8,5.0,
mercedes-benz,cla,automatic,7.0,diesel,2143.0,39000.0,1.0,2700000.0,jaipur,17.9,136.0,5.0,
maruti,ertiga,manual,10.0,petrol,1373.0,68000.0,2.0,675000.0,bangalore,16.02,93.7,7.0,
maruti,wagon,manual,17.0,petrol,998.0,71000.0,2.0,150000.0,jaipur,18.9,67.1,5.0,
volkswagen,polo,manual,12.0,diesel,1199.0,72003.0,1.0,390000.0,hyderabad,22.07,73.9,5.0,
ford,ecosport,manual,10.0,diesel,1498.0,135670.0,1.0,655000.0,hyderabad,22.7,89.84,5.0,
honda,city,manual,7.0,diesel,1498.0,65850.0,1.0,944000.0,kochi,25.1,98.6,5.0,
toyota,corolla,manual,9.0,petrol,1798.0,53920.0,1.0,1077000.0,coimbatore,14.28,138.03,5.0,
mahindra,xuv500,manual,10.0,diesel,2179.0,58000.0,1.0,750000.0,ahmedabad,15.1,140.0,7.0,
maruti,alto,manual,8.0,petrol,796.0,4000.0,1.0,300000.0,kolkata,24.7,47.3,5.0,
bmw,5,automatic,14.0,diesel,2993.0,58000.0,1.0,1175000.0,chennai,18.59,265.0,5.0,
hyundai,eon,manual,8.0,petrol,814.0,29832.0,1.0,329000.0,kochi,21.1,55.2,5.0,
maruti,swift,manual,8.0,diesel,1248.0,71156.0,1.0,650000.0,chennai,26.59,74.0,5.0,
maruti,celerio,manual,9.0,cng,998.0,64687.0,1.0,380000.0,delhi,44.1881,58.33,5.0,
audi,a4,automatic,13.0,diesel,1968.0,54000.0,1.0,1800000.0,hyderabad,16.55,147.51,5.0,
skoda,superb,automatic,15.0,petrol,1798.0,75000.0,2.0,495000.0,bangalore,13.7,157.75,5.0,
tata,zest,manual,9.0,petrol,1193.0,39208.0,1.0,451999.99999999994,kochi,17.57,88.7,5.0,
force,one,manual,10.0,diesel,2149.0,41000.0,1.0,800000.0,kolkata,17.0,139.07,7.0,
honda,city,manual,11.0,petrol,1497.0,38622.0,1.0,626000.0,coimbatore,17.4,117.3,5.0,
nissan,sunny,manual,8.0,petrol,1498.0,18000.0,1.0,750000.0,chennai,16.95,97.7,5.0,
maruti,swift,manual,12.0,petrol,1197.0,52000.0,1.0,365000.0,delhi,16.1,74.0,,
volkswagen,vento,automatic,13.0,petrol,1598.0,45000.0,1.0,335000.0,mumbai,14.4,103.6,5.0,
hyundai,verna,automatic,10.0,petrol,1591.0,48656.0,1.0,550000.0,mumbai,15.74,121.3,5.0,
hyundai,verna,automatic,12.0,diesel,1582.0,79000.0,1.0,525000.0,bangalore,22.0,126.2,5.0,
audi,a4,automatic,12.0,diesel,1968.0,88000.0,1.0,1625000.0,bangalore,16.55,140.0,5.0,
maruti,sx4,manual,15.0,petrol,1586.0,92000.0,1.0,270000.0,delhi,15.5,103.3,5.0,
ford,endeavour,automatic,5.0,diesel,2198.0,9000.0,1.0,3290000.0,chennai,12.62,158.0,7.0,
maruti,swift,manual,16.0,petrol,1197.0,50121.0,1.0,341000.0,coimbatore,20.4,83.11,5.0,
hyundai,grand,manual,10.0,diesel,1120.0,79000.0,1.0,415000.00000000006,hyderabad,24.0,70.0,5.0,
volkswagen,polo,manual,10.0,diesel,1498.0,46000.0,2.0,590000.0,hyderabad,20.14,88.8,5.0,
mercedes-benz,e-class,automatic,12.0,petrol,2496.0,100000.0,1.0,1150000.0,pune,10.0,157.7,5.0,
hyundai,i20,manual,9.0,petrol,1197.0,41000.0,1.0,475000.0,kolkata,18.6,81.83,5.0,
maruti,alto,automatic,9.0,petrol,998.0,25000.0,1.0,350000.0,chennai,24.07,67.1,5.0,
maruti,ertiga,manual,10.0,diesel,1248.0,71899.0,1.0,725000.0,pune,20.77,88.76,7.0,
maruti,celerio,automatic,8.0,petrol,998.0,7100.0,1.0,434999.99999999994,mumbai,23.1,67.04,5.0,
renault,kwid,automatic,6.0,petrol,999.0,38171.0,2.0,499000.0,coimbatore,22.5,67.0,5.0,
mahindra,scorpio,manual,11.0,diesel,2179.0,70359.0,1.0,765000.0,bangalore,12.05,120.0,8.0,
toyota,innova,manual,13.0,diesel,2494.0,200000.0,1.0,900000.0,chennai,12.8,102.0,7.0,
volkswagen,polo,manual,7.0,diesel,1199.0,26969.0,1.0,690000.0,chennai,22.07,73.9,5.0,
ford,figo,manual,13.0,diesel,1399.0,56500.0,1.0,290000.0,chennai,20.0,68.0,5.0,
nissan,terrano,manual,10.0,diesel,1461.0,40000.0,1.0,575000.0,kolkata,20.45,83.8,5.0,
force,one,manual,10.0,diesel,2200.0,41000.0,1.0,800000.0,kolkata,17.0,139.01,7.0,
renault,kwid,automatic,7.0,petrol,999.0,53105.0,1.0,441000.0,kochi,22.5,67.0,5.0,
skoda,rapid,manual,11.0,diesel,1498.0,23000.0,1.0,495000.0,mumbai,21.14,103.52,5.0,
mahindra,xuv500,automatic,8.0,diesel,2179.0,80999.0,1.0,1440000.0,hyderabad,16.0,140.0,7.0,
ford,figo,manual,12.0,diesel,1399.0,82000.0,1.0,295000.0,chennai,20.0,68.05,5.0,
mahindra,bolero,manual,7.0,diesel,2523.0,68557.0,1.0,814000.0,coimbatore,15.96,62.1,7.0,
volkswagen,vento,manual,8.0,diesel,1498.0,34000.0,1.0,844999.9999999999,hyderabad,20.64,108.5,5.0,
toyota,innova,manual,9.0,diesel,2494.0,77000.0,1.0,1250000.0,pune,12.99,100.0,8.0,
mahindra,xuv500,manual,12.0,diesel,2179.0,48000.0,1.0,650000.0,mumbai,15.1,140.0,7.0,
ford,ecosport,manual,9.0,petrol,1499.0,28232.0,2.0,772000.0,coimbatore,15.8,110.0,5.0,
volkswagen,jetta,automatic,13.0,diesel,1968.0,110000.0,1.0,800000.0,chennai,16.96,138.1,5.0,
tata,new,manual,15.0,diesel,2179.0,120000.0,2.0,300000.0,chennai,13.93,138.0,7.0,
bmw,3,automatic,11.0,diesel,2993.0,49000.0,1.0,2900000.0,mumbai,8.2,245.0,4.0,
volkswagen,polo,manual,10.0,petrol,1198.0,22000.0,1.0,411000.00000000006,kolkata,16.47,74.0,5.0,
hyundai,i20,manual,9.0,petrol,1197.0,14925.0,1.0,537000.0,coimbatore,18.5,82.9,5.0,
maruti,ertiga,manual,11.0,diesel,1248.0,75000.0,1.0,655000.0,mumbai,20.77,88.8,7.0,
honda,city,manual,9.0,petrol,1497.0,23000.0,1.0,700000.0,chennai,17.4,117.3,5.0,
honda,city,manual,10.0,petrol,1497.0,57000.0,1.0,548000.0,mumbai,17.0,118.0,5.0,
volkswagen,jetta,automatic,11.0,diesel,1968.0,76718.0,1.0,651000.0,kochi,16.96,138.03,5.0,
honda,amaze,manual,8.0,diesel,1498.0,138000.0,1.0,515000.00000000006,pune,25.8,98.6,5.0,
mahindra,xuv500,manual,11.0,diesel,2179.0,140000.0,2.0,900000.0,hyderabad,15.1,140.0,7.0,
toyota,corolla,automatic,16.0,petrol,1798.0,110000.0,2.0,275000.0,mumbai,14.53,138.1,5.0,
hyundai,santro,manual,19.0,petrol,1086.0,126000.0,2.0,120000.0,pune,17.0,,5.0,
bmw,3,automatic,12.0,diesel,1995.0,73000.0,1.0,1250000.0,bangalore,22.69,190.0,5.0,
ford,ecosport,manual,7.0,diesel,1498.0,63423.0,1.0,769000.0,kochi,23.0,98.96,5.0,
hyundai,i20,manual,11.0,petrol,1197.0,62132.0,1.0,457000.0,kochi,18.5,82.85,5.0,
honda,city,automatic,11.0,petrol,1497.0,51000.0,1.0,450000.0,mumbai,16.8,118.0,5.0,
maruti,ritz,manual,9.0,diesel,1248.0,75000.0,1.0,490000.00000000006,hyderabad,23.2,73.94,5.0,
hyundai,i10,manual,16.0,petrol,1086.0,55410.0,1.0,165000.0,kolkata,19.81,68.05,5.0,
chevrolet,sail,manual,9.0,petrol,1199.0,41000.0,1.0,325000.0,mumbai,18.2,82.4,5.0,
hyundai,verna,manual,12.0,diesel,1582.0,45000.0,1.0,625000.0,chennai,22.32,126.32,5.0,
hyundai,creta,manual,6.0,petrol,1591.0,53322.0,1.0,1213000.0,kochi,15.8,121.3,5.0,
chevrolet,sail,manual,11.0,petrol,1199.0,48000.0,1.0,325000.0,jaipur,18.2,82.4,5.0,
audi,q5,automatic,11.0,diesel,1968.0,72000.0,1.0,2900000.0,hyderabad,14.16,174.3,5.0,
honda,city,manual,11.0,petrol,1497.0,50266.0,1.0,553000.0,kochi,17.0,118.0,5.0,
ford,ecosport,manual,7.0,petrol,1497.0,21800.0,1.0,875000.0,hyderabad,17.0,121.36,5.0,
audi,q7,automatic,10.0,diesel,2967.0,45000.0,2.0,3790000.0,bangalore,12.07,241.4,7.0,
hyundai,i10,manual,14.0,petrol,1197.0,62000.0,1.0,240000.0,delhi,20.36,78.9,5.0,
hyundai,i20,manual,10.0,petrol,1197.0,41681.0,1.0,455000.0,chennai,17.0,80.0,5.0,
maruti,swift,manual,13.0,petrol,1197.0,69313.0,2.0,265000.0,delhi,17.5,85.8,5.0,
tata,indica,manual,7.0,diesel,1396.0,49000.0,2.0,160000.0,pune,25.0,69.0,5.0,
bmw,5,automatic,12.0,diesel,2993.0,40471.0,2.0,2572000.0,coimbatore,16.2,235.0,5.0,
maruti,swift,manual,11.0,diesel,1248.0,60000.0,1.0,415000.00000000006,ahmedabad,22.9,74.0,5.0,
ford,freestyle,manual,6.0,petrol,1194.0,1001.0,1.0,723000.0,jaipur,19.0,94.68,5.0,
hyundai,verna,manual,16.0,petrol,1599.0,38000.0,2.0,260000.0,bangalore,13.9,103.2,5.0,
bmw,3,automatic,16.0,diesel,1995.0,66000.0,2.0,725000.0,mumbai,16.07,181.0,5.0,
toyota,innova,manual,7.0,diesel,2494.0,33901.0,1.0,1429000.0,kochi,12.8,102.0,8.0,
mercedes-benz,new,automatic,13.0,diesel,2143.0,57000.0,2.0,1725000.0,hyderabad,14.94,204.0,5.0,
hyundai,elantra,manual,11.0,diesel,1582.0,170000.0,1.0,750000.0,pune,22.54,126.2,5.0,
maruti,ritz,manual,10.0,diesel,1248.0,60000.0,1.0,434999.99999999994,hyderabad,23.2,73.94,5.0,
maruti,vitara,manual,8.0,diesel,1248.0,85000.0,1.0,890000.0,pune,24.3,88.5,5.0,
hyundai,xcent,manual,8.0,petrol,1197.0,146000.0,2.0,350000.0,kolkata,19.1,82.0,5.0,
honda,city,manual,10.0,diesel,1498.0,56002.0,1.0,610000.0,kolkata,26.0,98.6,5.0,
renault,kwid,manual,8.0,petrol,799.0,8554.0,1.0,320000.0,mumbai,25.17,53.3,5.0,
toyota,etios,manual,10.0,diesel,1364.0,62322.0,1.0,490000.00000000006,jaipur,23.59,67.06,5.0,
maruti,alto,manual,9.0,petrol,998.0,37929.0,1.0,369000.0,kochi,24.07,67.1,5.0,
tata,tiago,manual,8.0,petrol,1199.0,5400.0,1.0,398000.0,chennai,23.84,84.0,5.0,
hyundai,i20,manual,11.0,diesel,1396.0,60000.0,1.0,295000.0,kolkata,21.9,90.0,5.0,
audi,a4,automatic,10.0,diesel,1968.0,55730.0,1.0,1521000.0,kochi,16.55,147.51,5.0,
maruti,swift,manual,9.0,diesel,1248.0,62000.0,1.0,630000.0,hyderabad,28.4,74.0,5.0,
volkswagen,ameo,manual,7.0,petrol,1198.0,14576.0,1.0,669000.0,kochi,17.0,73.75,5.0,
honda,brv,automatic,7.0,petrol,1497.0,17000.0,1.0,950000.0,mumbai,16.0,117.3,7.0,
hyundai,i20,manual,15.0,petrol,1197.0,28000.0,1.0,265000.0,mumbai,17.0,80.0,5.0,
hyundai,santa,manual,12.0,diesel,2199.0,58200.0,1.0,750000.0,ahmedabad,14.66,194.3,7.0,
honda,city,manual,22.0,petrol,1197.0,53000.0,2.0,185000.0,bangalore,0.0,74.0,,
maruti,celerio,automatic,6.0,petrol,998.0,12278.0,1.0,563000.0,kochi,23.1,67.04,5.0,
hyundai,creta,manual,6.0,petrol,1591.0,17665.0,1.0,1178000.0,coimbatore,15.8,121.3,5.0,
tata,indica,manual,20.0,diesel,1396.0,200000.0,2.0,85000.0,hyderabad,17.88,52.8,5.0,
volkswagen,vento,manual,13.0,petrol,1598.0,55893.0,1.0,335000.0,mumbai,15.04,103.6,5.0,
maruti,celerio,manual,9.0,petrol,998.0,60586.0,1.0,411000.00000000006,kochi,23.1,67.04,5.0,
mercedes-benz,cla,automatic,9.0,diesel,2143.0,13500.0,1.0,2551000.0,ahmedabad,17.9,136.0,5.0,
maruti,alto,manual,7.0,petrol,796.0,30000.0,1.0,310000.0,jaipur,22.74,47.3,5.0,
ford,endeavour,automatic,6.0,diesel,3198.0,12000.0,1.0,3350000.0,delhi,10.91,197.0,7.0,
tata,zest,manual,7.0,petrol,1193.0,65000.0,1.0,480000.0,kolkata,17.57,88.7,5.0,
volkswagen,vento,manual,10.0,petrol,1598.0,38000.0,1.0,349000.0,kolkata,16.09,103.5,5.0,
maruti,ertiga,manual,12.0,petrol,1373.0,25000.0,2.0,515000.00000000006,mumbai,17.5,91.1,7.0,
mercedes-benz,m-class,automatic,13.0,diesel,2987.0,100000.0,1.0,1441000.0,mumbai,14.0,224.0,5.0,
volkswagen,polo,manual,10.0,petrol,1199.0,13710.0,1.0,475000.0,mumbai,16.2,74.0,5.0,
toyota,fortuner,automatic,9.0,diesel,2982.0,100000.0,1.0,1900000.0,jaipur,12.55,168.5,7.0,
maruti,celerio,manual,7.0,petrol,998.0,17000.0,1.0,490000.00000000006,hyderabad,23.1,67.04,5.0,
bmw,3,automatic,16.0,diesel,1995.0,89000.0,2.0,630000.0,chennai,16.07,181.0,4.0,
honda,city,manual,18.0,petrol,1497.0,100173.0,2.0,240000.0,jaipur,16.9,100.0,5.0,
mitsubishi,cedia,manual,15.0,petrol,1999.0,97000.0,1.0,300000.0,pune,13.17,114.0,5.0,
renault,pulse,manual,8.0,petrol,1198.0,40190.0,1.0,425000.0,delhi,18.06,74.93,5.0,
volkswagen,polo,manual,8.0,diesel,1498.0,29647.0,1.0,630000.0,hyderabad,20.14,88.0,5.0,
maruti,baleno,manual,6.0,petrol,998.0,43639.0,1.0,815000.0,kochi,21.1,100.0,5.0,
hyundai,i10,manual,12.0,petrol,1197.0,37333.0,1.0,322000.0,kochi,20.36,78.9,5.0,
hyundai,i20,manual,6.0,petrol,1197.0,48407.0,1.0,765000.0,kochi,18.6,81.83,5.0,
