brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
maruti,swift,manual,7.0,petrol,1197.0,68304.0,1.0,486000.0,,,,,
tata,punch,manual,2.0,petrol,1199.0,20770.0,1.0,778000.0,,,,,
tata,tigor,manual,4.0,petrol,1199.0,17280.0,1.0,678000.0,,,,,
maruti,baleno,manual,7.0,petrol,1197.0,47472.0,1.0,520000.0,,,,,
volkswagen,vento,automatic,5.0,petrol,1197.0,30946.0,1.0,1056000.0,,,,,
mahindra,xuv500,automatic,5.0,diesel,2179.0,36879.0,2.0,1026000.0,,,,,
honda,city,automatic,8.0,petrol,1497.0,68957.0,1.0,671000.0,,,,,
honda,city,automatic,10.0,petrol,1497.0,69403.0,1.0,553000.0,,,,,
honda,city,manual,13.0,petrol,1497.0,88490.0,1.0,262000.0,,,,,
hyundai,grand,manual,2.0,petrol,1197.0,17035.0,1.0,628000.0,,,,,
hyundai,creta,manual,8.0,petrol,1591.0,77095.0,1.0,700000.0,,,,,
maruti,swift,manual,8.0,petrol,1197.0,40875.0,1.0,474000.0,,,,,
maruti,baleno,manual,3.0,petrol,1197.0,28415.0,1.0,638000.0,,,,,
tata,nexon,manual,3.0,petrol,1199.0,46101.0,1.0,769000.0,,,,,
hyundai,grand,automatic,10.0,petrol,1197.0,36652.0,1.0,393000.0,,,,,
maruti,ciaz,manual,5.0,petrol,1462.0,41735.0,1.0,719000.0,,,,,
maruti,baleno,automatic,5.0,petrol,1197.0,22779.0,2.0,643000.0,,,,,
mahindra,xuv500,manual,5.0,diesel,2179.0,46648.0,1.0,1099000.0,,,,,
maruti,wagon,manual,13.0,petrol,998.0,93282.0,1.0,163000.0,,,,,
tata,tiago,manual,4.0,petrol,1199.0,67014.0,1.0,489000.0,,,,,
maruti,s,manual,4.0,cng,998.0,64311.0,1.0,412000.0,,,,,
hyundai,grand,manual,7.0,cng,,99180.0,1.0,406000.0,,,,,
mahindra,xuv300,manual,3.0,diesel,1497.0,18252.0,2.0,961000.0,,,,,
honda,city,manual,8.0,petrol,1497.0,56424.0,2.0,609000.0,,,,,
hyundai,creta,manual,6.0,petrol,1591.0,103772.0,2.0,723000.0,,,,,
maruti,baleno,manual,3.0,petrol,1197.0,29923.0,1.0,606000.0,,,,,
maruti,baleno,manual,3.0,petrol,1197.0,41436.0,1.0,591000.0,,,,,
renault,triber,manual,2.0,petrol,999.0,7021.0,1.0,629000.0,,,,,
hyundai,creta,manual,6.0,petrol,,60193.0,1.0,803000.0,,,,,
tata,tigor,manual,3.0,petrol,1199.0,29667.0,2.0,508000.0,,,,,
hyundai,new,manual,5.0,petrol,1086.0,62309.0,1.0,407000.0,,,,,
volkswagen,vento,automatic,5.0,petrol,1197.0,58082.0,1.0,910000.0,,,,,
hyundai,grand,manual,9.0,petrol,1197.0,29116.0,1.0,363000.0,,,,,
maruti,s,manual,4.0,petrol,998.0,30782.0,1.0,369000.0,,,,,
honda,jazz,automatic,7.0,petrol,1199.0,95825.0,2.0,471000.0,,,,,
honda,jazz,manual,7.0,petrol,1199.0,59577.0,1.0,416000.0,,,,,
renault,triber,automatic,1.0,petrol,999.0,21044.0,1.0,741000.0,,,,,
renault,kwid,manual,4.0,petrol,999.0,11812.0,1.0,407000.0,,,,,
ford,ecosport,manual,5.0,diesel,1498.0,78701.0,1.0,705000.0,,,,,
hyundai,new,manual,3.0,petrol,1086.0,13421.0,1.0,472000.0,,,,,
hyundai,xcent,manual,10.0,petrol,1197.0,57224.0,1.0,332000.0,,,,,
renault,triber,manual,1.0,petrol,999.0,14050.0,1.0,683000.0,,,,,
mahindra,xuv500,manual,5.0,diesel,2179.0,55608.0,2.0,860000.0,,,,,
maruti,ciaz,manual,6.0,petrol,1462.0,51690.0,1.0,665000.0,,,,,
maruti,baleno,manual,3.0,petrol,1197.0,20654.0,1.0,603000.0,,,,,
hyundai,creta,automatic,5.0,petrol,1591.0,47323.0,1.0,1096000.0,,,,,
maruti,baleno,manual,6.0,petrol,1197.0,35462.0,1.0,535000.0,,,,,
hyundai,aura,manual,3.0,petrol,1197.0,30058.0,1.0,610000.0,,,,,
renault,triber,manual,3.0,petrol,999.0,28929.0,1.0,525000.0,,,,,
mahindra,xuv300,automatic,4.0,diesel,1497.0,64038.0,1.0,862000.0,,,,,
maruti,baleno,manual,3.0,petrol,1197.0,25705.0,1.0,669000.0,,,,,
maruti,celerio,automatic,6.0,petrol,998.0,35251.0,1.0,448000.0,,,,,
mahindra,xuv300,manual,5.0,diesel,1497.0,21843.0,2.0,692000.0,,,,,
kia,sonet,manual,2.0,petrol,998.0,15612.0,1.0,954000.0,,,,,
hyundai,i20,manual,10.0,petrol,1197.0,33251.0,1.0,389000.0,,,,,
hyundai,xcent,manual,3.0,cng,1197.0,30541.0,1.0,631000.0,,,,,
maruti,baleno,manual,5.0,petrol,,48969.0,1.0,629000.0,,,,,
maruti,ciaz,manual,7.0,petrol,1373.0,43537.0,1.0,647000.0,,,,,
hyundai,creta,automatic,7.0,petrol,1591.0,76048.0,2.0,828000.0,,,,,
maruti,ignis,manual,6.0,petrol,1197.0,31802.0,1.0,555000.0,,,,,
maruti,new,manual,2.0,petrol,1197.0,13103.0,1.0,568000.0,,,,,
maruti,new,manual,2.0,cng,998.0,38261.0,1.0,616000.0,,,,,
maruti,celerio,manual,5.0,petrol,998.0,63194.0,1.0,394000.0,,,,,
kia,seltos,automatic,3.0,diesel,1493.0,66666.0,1.0,1492000.0,,,,,
maruti,wagon,manual,10.0,petrol,998.0,32631.0,1.0,288000.0,,,,,
hyundai,grand,manual,2.0,petrol,1197.0,33898.0,1.0,651000.0,,,,,
maruti,wagon,manual,6.0,cng,998.0,80107.0,3.0,394000.0,,,,,
renault,kwid,manual,2.0,petrol,999.0,15362.0,1.0,408000.0,,,,,
maruti,wagon,manual,10.0,petrol,998.0,64539.0,2.0,236000.0,,,,,
tata,nexon,automatic,4.0,electric,,46001.0,1.0,1100000.0,,,,,
hyundai,grand,manual,9.0,petrol,1197.0,99453.0,1.0,339000.0,,,,,
honda,city,automatic,10.0,petrol,1497.0,47445.0,2.0,472000.0,,,,,
maruti,baleno,manual,5.0,petrol,1197.0,30890.0,2.0,582000.0,,,,,
honda,city,automatic,5.0,petrol,1497.0,68275.0,1.0,892000.0,,,,,
ford,ecosport,manual,5.0,petrol,1497.0,98296.0,2.0,616000.0,,,,,
hyundai,i20,manual,13.0,petrol,1197.0,89562.0,2.0,230000.0,,,,,
renault,kwid,manual,2.0,petrol,999.0,7168.0,1.0,421000.0,,,,,
renault,kwid,manual,5.0,petrol,999.0,34562.0,1.0,364000.0,,,,,
honda,city,manual,13.0,petrol,1497.0,61297.0,1.0,234000.0,,,,,
tata,nexon,manual,4.0,petrol,1199.0,62836.0,1.0,763000.0,,,,,
tata,tiago,manual,3.0,petrol,1199.0,47603.0,1.0,530000.0,,,,,
maruti,ciaz,manual,9.0,petrol,1373.0,119079.0,1.0,427000.0,,,,,
maruti,new,automatic,4.0,petrol,998.0,41307.0,2.0,477000.0,,,,,
nissan,magnite,manual,2.0,petrol,999.0,26583.0,1.0,874000.0,,,,,
tata,tiago,manual,3.0,petrol,1199.0,19878.0,1.0,574000.0,,,,,
maruti,ciaz,manual,9.0,petrol,1373.0,56050.0,1.0,512000.0,,,,,
maruti,new,manual,5.0,petrol,1197.0,34898.0,1.0,474000.0,,,,,
hyundai,verna,manual,12.0,petrol,1591.0,38005.0,1.0,356000.0,,,,,
renault,triber,manual,2.0,petrol,999.0,21089.0,1.0,613000.0,,,,,
hyundai,creta,automatic,4.0,petrol,1353.0,57541.0,1.0,1438000.0,,,,,
renault,kwid,automatic,4.0,petrol,999.0,12381.0,1.0,399000.0,,,,,
maruti,baleno,manual,4.0,petrol,1197.0,38482.0,1.0,602000.0,,,,,
maruti,s,manual,4.0,petrol,998.0,30057.0,1.0,403000.0,,,,,
honda,city,manual,9.0,petrol,1497.0,89726.0,1.0,523000.0,,,,,
maruti,baleno,manual,3.0,petrol,1197.0,20120.0,1.0,644000.0,,,,,
honda,brio,manual,9.0,petrol,1198.0,96395.0,1.0,327000.0,,,,,
hyundai,i20,manual,13.0,petrol,1197.0,97272.0,1.0,189000.0,,,,,
maruti,baleno,manual,8.0,petrol,1197.0,58639.0,2.0,459000.0,,,,,
maruti,baleno,manual,4.0,petrol,1197.0,31279.0,1.0,602000.0,,,,,
hyundai,grand,manual,9.0,petrol,1197.0,99108.0,1.0,322000.0,,,,,
hyundai,xcent,manual,6.0,cng,1197.0,90833.0,1.0,462000.0,,,,,
hyundai,i20,manual,13.0,petrol,,43796.0,1.0,214000.0,,,,,
tata,nexon,manual,2.0,petrol,1199.0,26202.0,1.0,1038000.0,,,,,
maruti,wagon,manual,9.0,petrol,998.0,66325.0,1.0,312000.0,,,,,
mahindra,xuv500,manual,5.0,diesel,2179.0,42625.0,2.0,1055000.0,,,,,
hyundai,venue,automatic,5.0,petrol,998.0,72340.0,1.0,877000.0,,,,,
maruti,baleno,manual,4.0,petrol,1197.0,60937.0,1.0,589000.0,,,,,
maruti,baleno,manual,4.0,petrol,1197.0,35495.0,1.0,659000.0,,,,,
hyundai,grand,manual,8.0,petrol,1197.0,22581.0,1.0,391000.0,,,,,
honda,city,automatic,8.0,petrol,1497.0,30591.0,1.0,729000.0,,,,,
hyundai,elite,manual,7.0,petrol,1197.0,47327.0,2.0,502000.0,,,,,
maruti,ritz,manual,13.0,petrol,1197.0,43560.0,1.0,185000.0,,,,,
maruti,s,manual,4.0,petrol,998.0,18518.0,1.0,408000.0,,,,,
maruti,new,manual,4.0,petrol,998.0,54209.0,1.0,451000.0,,,,,
mahindra,xuv300,manual,1.0,petrol,1197.0,12061.0,1.0,1128000.0,,,,,
hyundai,creta,automatic,7.0,petrol,1591.0,41908.0,1.0,849000.0,,,,,
hyundai,venue,manual,4.0,petrol,998.0,49650.0,1.0,860000.0,,,,,
renault,triber,automatic,4.0,petrol,999.0,13341.0,1.0,664000.0,,,,,
renault,kwid,manual,2.0,petrol,999.0,15517.0,1.0,432000.0,,,,,
maruti,swift,manual,13.0,petrol,1197.0,48906.0,1.0,222000.0,,,,,
maruti,s,manual,2.0,petrol,998.0,21688.0,2.0,405000.0,,,,,
hyundai,grand,manual,8.0,petrol,1197.0,97502.0,1.0,396000.0,,,,,
tata,nexon,automatic,3.0,petrol,1199.0,36520.0,1.0,888000.0,,,,,
hyundai,creta,manual,7.0,petrol,1591.0,83038.0,1.0,715000.0,,,,,
kia,sonet,manual,2.0,petrol,998.0,22732.0,1.0,1084000.0,,,,,
maruti,wagon,manual,7.0,petrol,998.0,43683.0,2.0,337000.0,,,,,
kia,seltos,automatic,4.0,diesel,1493.0,82433.0,1.0,1036000.0,,,,,
maruti,baleno,manual,7.0,petrol,1197.0,84098.0,1.0,444000.0,,,,,
ford,ecosport,manual,5.0,diesel,1498.0,71456.0,1.0,695000.0,,,,,
tata,tiago,manual,2.0,cng,1199.0,22213.0,1.0,675000.0,,,,,
hyundai,xcent,manual,7.0,petrol,1197.0,50492.0,2.0,400000.0,,,,,
hyundai,creta,automatic,7.0,petrol,1591.0,74436.0,1.0,817000.0,,,,,
hyundai,grand,manual,11.0,petrol,1197.0,71347.0,2.0,281000.0,,,,,
renault,triber,manual,4.0,petrol,999.0,29244.0,1.0,543000.0,,,,,
honda,city,manual,9.0,petrol,1497.0,48941.0,1.0,573000.0,,,,,
ford,ecosport,manual,5.0,diesel,1498.0,68051.0,1.0,703000.0,,,,,
honda,amaze,automatic,10.0,petrol,1198.0,75833.0,1.0,369000.0,,,,,
maruti,xl6,automatic,3.0,petrol,1462.0,27739.0,1.0,1037000.0,,,,,
maruti,celerio,automatic,8.0,petrol,998.0,84574.0,1.0,374000.0,,,,,
hyundai,new,manual,5.0,cng,1086.0,75012.0,1.0,437000.0,,,,,
honda,city,manual,8.0,petrol,1497.0,91272.0,2.0,606000.0,,,,,
maruti,celerio,automatic,7.0,petrol,998.0,43600.0,1.0,473000.0,,,,,
maruti,swift,manual,13.0,petrol,1197.0,28823.0,1.0,223000.0,,,,,
honda,brio,manual,11.0,petrol,1198.0,78963.0,2.0,252000.0,,,,,
maruti,ciaz,automatic,7.0,petrol,1373.0,91712.0,1.0,596000.0,,,,,
maruti,new,automatic,2.0,petrol,998.0,22666.0,1.0,574000.0,,,,,
ford,ecosport,automatic,7.0,petrol,1499.0,48832.0,1.0,605000.0,,,,,
maruti,baleno,manual,7.0,petrol,1197.0,31714.0,1.0,485000.0,,,,,
maruti,celerio,automatic,8.0,petrol,998.0,65734.0,1.0,386000.0,,,,,
maruti,ciaz,automatic,7.0,petrol,1373.0,93032.0,2.0,527000.0,,,,,
maruti,baleno,manual,7.0,petrol,1197.0,29508.0,2.0,511000.0,,,,,
maruti,swift,manual,13.0,petrol,1197.0,28799.0,1.0,222000.0,,,,,
tata,tiago,manual,2.0,cng,1199.0,19968.0,1.0,626000.0,,,,,
maruti,dzire,automatic,5.0,petrol,1197.0,80225.0,1.0,628000.0,,,,,
maruti,celerio,automatic,7.0,petrol,,29841.0,1.0,432000.0,,,,,
renault,kwid,automatic,4.0,petrol,999.0,52957.0,1.0,397000.0,,,,,
tata,tiago,manual,2.0,cng,1199.0,12693.0,1.0,624000.0,,,,,
maruti,s,manual,4.0,petrol,998.0,39602.0,1.0,344000.0,,,,,
maruti,swift,manual,12.0,petrol,1197.0,54388.0,1.0,280000.0,,,,,
maruti,ciaz,manual,6.0,petrol,1462.0,76461.0,2.0,687000.0,,,,,
mahindra,xuv300,automatic,2.0,petrol,1197.0,13045.0,1.0,1127000.0,,,,,
maruti,baleno,automatic,6.0,petrol,1197.0,54458.0,2.0,522000.0,,,,,
maruti,ciaz,automatic,5.0,petrol,1462.0,31561.0,1.0,761000.0,,,,,
maruti,baleno,manual,3.0,petrol,1197.0,33986.0,1.0,644000.0,,,,,
maruti,xl6,automatic,5.0,petrol,1462.0,54342.0,1.0,921000.0,,,,,
tata,tigor,manual,2.0,cng,1199.0,39086.0,1.0,747000.0,,,,,
mg,hector,manual,3.0,diesel,1956.0,64687.0,1.0,1548000.0,,,,,
maruti,baleno,manual,4.0,petrol,1197.0,51871.0,2.0,610000.0,,,,,
maruti,baleno,automatic,6.0,petrol,1197.0,70318.0,1.0,509000.0,,,,,
hyundai,grand,manual,4.0,petrol,1197.0,20631.0,2.0,531000.0,,,,,
maruti,wagon,manual,12.0,petrol,998.0,32697.0,1.0,216000.0,,,,,
maruti,baleno,manual,9.0,petrol,1197.0,69308.0,1.0,416000.0,,,,,
maruti,celerio,automatic,9.0,petrol,998.0,64427.0,2.0,324000.0,,,,,
maruti,wagon,manual,10.0,petrol,998.0,65948.0,2.0,268000.0,,,,,
honda,city,manual,10.0,petrol,1497.0,50829.0,1.0,497000.0,,,,,
hyundai,i20,manual,13.0,petrol,1197.0,34169.0,1.0,215000.0,,,,,
toyota,etios,manual,13.0,petrol,1496.0,83914.0,1.0,212000.0,,,,,
maruti,ciaz,manual,9.0,petrol,1373.0,109884.0,1.0,424000.0,,,,,
renault,kwid,manual,4.0,petrol,999.0,35932.0,1.0,408000.0,,,,,
maruti,celerio,automatic,7.0,petrol,998.0,41900.0,1.0,396000.0,,,,,
renault,kwid,automatic,4.0,petrol,999.0,21527.0,2.0,418000.0,,,,,
hyundai,grand,automatic,10.0,petrol,1197.0,80495.0,2.0,360000.0,,,,,
maruti,swift,manual,11.0,petrol,1197.0,82502.0,1.0,281000.0,,,,,
hyundai,i20,manual,13.0,petrol,1197.0,82650.0,1.0,209000.0,,,,,
maruti,s,automatic,3.0,petrol,998.0,27180.0,1.0,466000.0,,,,,
honda,wr-v,manual,4.0,diesel,1498.0,45972.0,1.0,692000.0,,,,,
toyota,etios,manual,11.0,petrol,1197.0,103571.0,2.0,257000.0,,,,,
tata,nexon,manual,2.0,petrol,1199.0,14842.0,1.0,1002000.0,,,,,
maruti,baleno,automatic,7.0,petrol,1197.0,40326.0,2.0,522000.0,,,,,
hyundai,i20,manual,13.0,petrol,1197.0,71630.0,1.0,209000.0,,,,,
honda,amaze,manual,9.0,petrol,1198.0,95876.0,1.0,328000.0,,,,,
maruti,baleno,automatic,6.0,petrol,1197.0,37067.0,1.0,608000.0,,,,,
hyundai,venue,manual,3.0,petrol,998.0,50568.0,1.0,881000.0,,,,,
maruti,ritz,manual,13.0,petrol,1197.0,41391.0,1.0,181000.0,,,,,
mahindra,xuv300,manual,4.0,petrol,1197.0,31607.0,1.0,859000.0,,,,,
hyundai,creta,manual,5.0,petrol,1591.0,19577.0,1.0,926000.0,,,,,
tata,nexon,manual,2.0,petrol,1199.0,42490.0,1.0,975000.0,,,,,
mahindra,xuv300,automatic,4.0,diesel,1497.0,64788.0,1.0,883000.0,,,,,
ford,ecosport,manual,8.0,petrol,1499.0,92575.0,1.0,517000.0,,,,,
maruti,xl6,manual,2.0,petrol,1462.0,16405.0,1.0,1060000.0,,,,,
maruti,new,manual,4.0,cng,998.0,67693.0,1.0,504000.0,,,,,
maruti,new,manual,2.0,petrol,998.0,24887.0,1.0,520000.0,,,,,
maruti,ciaz,automatic,6.0,petrol,1373.0,119997.0,1.0,643000.0,,,,,
maruti,baleno,manual,9.0,petrol,1197.0,75397.0,1.0,406000.0,,,,,
hyundai,grand,automatic,8.0,petrol,1197.0,25133.0,2.0,424000.0,,,,,
maruti,celerio,automatic,6.0,petrol,998.0,54534.0,2.0,412000.0,,,,,
mahindra,xuv300,automatic,3.0,petrol,1197.0,16848.0,1.0,1108000.0,,,,,
renault,kwid,automatic,4.0,petrol,999.0,24963.0,1.0,442000.0,,,,,
hyundai,grand,automatic,9.0,petrol,1197.0,80208.0,2.0,434000.0,,,,,
maruti,swift,manual,7.0,petrol,1197.0,58539.0,1.0,420000.0,,,,,
maruti,ciaz,manual,7.0,petrol,1373.0,60227.0,1.0,619000.0,,,,,
nissan,magnite,manual,2.0,petrol,999.0,15128.0,1.0,616000.0,,,,,
hyundai,grand,manual,7.0,petrol,,45515.0,2.0,417000.0,,,,,
toyota,etios,manual,9.0,petrol,1496.0,94749.0,1.0,325000.0,,,,,
maruti,celerio,automatic,8.0,petrol,998.0,47575.0,1.0,429000.0,,,,,
hyundai,grand,manual,8.0,petrol,1197.0,72615.0,1.0,412000.0,,,,,
hyundai,grand,manual,7.0,petrol,1197.0,60546.0,1.0,386000.0,,,,,
maruti,s,manual,4.0,petrol,998.0,43141.0,2.0,386000.0,,,,,
maruti,baleno,automatic,6.0,petrol,1197.0,94466.0,1.0,475000.0,,,,,
maruti,swift,manual,13.0,petrol,1197.0,47760.0,1.0,223000.0,,,,,
maruti,ciaz,manual,5.0,petrol,1462.0,46705.0,1.0,714000.0,,,,,
honda,city,manual,9.0,petrol,1497.0,60965.0,1.0,551000.0,,,,,
mahindra,xuv300,manual,5.0,petrol,1197.0,48044.0,1.0,836000.0,,,,,
tata,nexon,manual,3.0,petrol,1199.0,29284.0,1.0,939000.0,,,,,
hyundai,i10,manual,13.0,petrol,1197.0,65182.0,2.0,194000.0,,,,,
mahindra,xuv500,automatic,5.0,diesel,2179.0,53206.0,2.0,1202000.0,,,,,
mahindra,xuv300,manual,3.0,petrol,1197.0,12532.0,1.0,1011000.0,,,,,
maruti,baleno,manual,7.0,petrol,1197.0,78186.0,1.0,538000.0,,,,,
maruti,baleno,automatic,7.0,petrol,1197.0,36618.0,1.0,542000.0,,,,,
tata,tigor,manual,2.0,cng,1199.0,37621.0,1.0,723000.0,,,,,
maruti,ciaz,manual,9.0,petrol,1373.0,94942.0,1.0,470000.0,,,,,
maruti,ciaz,manual,5.0,diesel,1498.0,92478.0,3.0,702000.0,,,,,
hyundai,i10,manual,13.0,petrol,1197.0,75338.0,2.0,164000.0,,,,,
maruti,baleno,manual,5.0,petrol,,41726.0,1.0,649000.0,,,,,
hyundai,i10,manual,13.0,petrol,1197.0,55760.0,2.0,178000.0,,,,,
honda,amaze,manual,5.0,cng,1199.0,70849.0,2.0,514000.0,,,,,
maruti,swift,manual,5.0,petrol,1197.0,57073.0,1.0,447000.0,,,,,
maruti,swift,manual,5.0,petrol,1197.0,43834.0,1.0,577000.0,,,,,
tata,altroz,manual,3.0,petrol,1199.0,10551.0,2.0,522000.0,,,,,
maruti,brezza,manual,1.0,petrol,1462.0,8502.0,2.0,994000.0,,,,,
mahindra,thar,automatic,3.0,petrol,1997.0,38659.0,2.0,1231000.0,,,,,
toyota,urban,manual,2.0,petrol,1462.0,28970.0,1.0,825000.0,,,,,
maruti,brezza,manual,1.0,petrol,1462.0,7048.0,1.0,1176000.0,,,,,
maruti,dzire,manual,4.0,petrol,1197.0,44365.0,1.0,583000.0,,,,,
hyundai,elite,manual,9.0,petrol,1197.0,76596.0,2.0,397000.0,,,,,
kia,seltos,manual,2.0,diesel,1493.0,36166.0,1.0,1034000.0,,,,,
mg,hector,manual,4.0,petrol,1451.0,67143.0,1.0,994000.0,,,,,
hyundai,santro,manual,11.0,petrol,1086.0,59572.0,1.0,197000.0,,,,,
tata,tiago,automatic,1.0,electric,,10423.0,1.0,875000.0,,,,,
maruti,swift,automatic,3.0,petrol,1197.0,11486.0,1.0,616000.0,,,,,
maruti,ciaz,manual,9.0,petrol,1373.0,45419.0,1.0,459000.0,,,,,
hyundai,new,manual,2.0,petrol,998.0,10797.0,1.0,919000.0,,,,,
honda,amaze,manual,2.0,petrol,1199.0,10819.0,1.0,708000.0,,,,,
jeep,compass,manual,5.0,diesel,1956.0,36398.0,1.0,1357000.0,,,,,
hyundai,elite,manual,9.0,petrol,1197.0,66783.0,1.0,428000.0,,,,,
jeep,compass,manual,5.0,diesel,1956.0,45323.0,1.0,994000.0,,,,,
mahindra,thar,automatic,3.0,petrol,1997.0,19467.0,1.0,1334000.0,,,,,
honda,amaze,manual,11.0,petrol,1198.0,107855.0,2.0,249000.0,,,,,
tata,safari,automatic,2.0,diesel,1956.0,20858.0,1.0,1715000.0,,,,,
honda,amaze,manual,5.0,petrol,1199.0,56996.0,1.0,581000.0,,,,,
honda,brio,automatic,9.0,petrol,1198.0,44303.0,1.0,380000.0,,,,,
hyundai,grand,manual,6.0,petrol,1197.0,41163.0,3.0,382000.0,,,,,
honda,amaze,automatic,6.0,petrol,1199.0,49616.0,2.0,553000.0,,,,,
maruti,baleno,automatic,4.0,petrol,1197.0,27579.0,2.0,670000.0,,,,,
maruti,alto,manual,2.0,petrol,796.0,2116.0,1.0,406000.0,,,,,
honda,amaze,manual,5.0,petrol,1199.0,54392.0,1.0,562000.0,,,,,
hyundai,i20,manual,9.0,petrol,1197.0,51152.0,1.0,477000.0,,,,,
maruti,dzire,manual,4.0,petrol,1197.0,30892.0,1.0,608000.0,,,,,
maruti,wagon,manual,7.0,petrol,998.0,43944.0,1.0,335000.0,,,,,
renault,triber,manual,2.0,petrol,999.0,36809.0,2.0,652000.0,,,,,
tata,nexon,automatic,2.0,diesel,1497.0,34248.0,1.0,1089000.0,,,,,
hyundai,xcent,manual,10.0,petrol,1197.0,88848.0,2.0,269000.0,,,,,
hyundai,i20,manual,10.0,petrol,1197.0,54137.0,1.0,362000.0,,,,,
tata,nexon,manual,4.0,diesel,1497.0,25672.0,1.0,938000.0,,,,,
maruti,alto,manual,8.0,petrol,796.0,49442.0,1.0,234000.0,,,,,
tata,nexon,manual,2.0,petrol,1199.0,30719.0,1.0,831000.0,,,,,
maruti,swift,manual,7.0,cng,1197.0,88225.0,1.0,407000.0,,,,,
mahindra,xuv500,automatic,5.0,diesel,2179.0,47525.0,2.0,1119000.0,,,,,
maruti,wagon,manual,10.0,petrol,998.0,57918.0,2.0,251000.0,,,,,
maruti,baleno,automatic,5.0,petrol,1197.0,47915.0,2.0,627000.0,,,,,
maruti,alto,automatic,7.0,petrol,998.0,49080.0,1.0,322000.0,,,,,
maruti,baleno,automatic,3.0,petrol,1197.0,39272.0,2.0,710000.0,,,,,
hyundai,grand,automatic,7.0,petrol,1197.0,52658.0,1.0,477000.0,,,,,
maruti,celerio,automatic,8.0,petrol,998.0,68891.0,1.0,360000.0,,,,,
honda,jazz,manual,6.0,petrol,1199.0,44929.0,1.0,513000.0,,,,,
maruti,new,manual,4.0,cng,998.0,65103.0,1.0,494000.0,,,,,
hyundai,xcent,manual,10.0,petrol,1197.0,89712.0,2.0,297000.0,,,,,
tata,nexon,automatic,3.0,petrol,1199.0,43545.0,1.0,912000.0,,,,,
toyota,etios,manual,13.0,petrol,1496.0,71433.0,1.0,232000.0,,,,,
maruti,baleno,manual,4.0,petrol,1197.0,58514.0,1.0,626000.0,,,,,
honda,amaze,manual,9.0,petrol,1198.0,115667.0,1.0,368000.0,,,,,
maruti,dzire,manual,5.0,petrol,1197.0,29453.0,1.0,519000.0,,,,,
datsun,redi,manual,4.0,petrol,999.0,39841.0,1.0,342000.0,,,,,
renault,triber,automatic,3.0,petrol,999.0,24365.0,1.0,679000.0,,,,,
hyundai,i10,manual,11.0,petrol,,44757.0,2.0,209000.0,,,,,
honda,city,manual,9.0,cng,1497.0,77885.0,1.0,565000.0,,,,,
maruti,ignis,automatic,6.0,petrol,1197.0,42726.0,2.0,435000.0,,,,,
honda,amaze,manual,5.0,petrol,1199.0,37520.0,1.0,630000.0,,,,,
tata,nexon,automatic,2.0,electric,,56728.0,1.0,1350000.0,,,,,
maruti,celerio,automatic,10.0,petrol,998.0,102506.0,1.0,291000.0,,,,,
kia,carens,manual,2.0,petrol,1353.0,17046.0,2.0,1441000.0,,,,,
hyundai,elite,manual,8.0,petrol,1197.0,84053.0,1.0,434000.0,,,,,
hyundai,creta,manual,8.0,petrol,1591.0,69725.0,1.0,684000.0,,,,,
hyundai,aura,manual,2.0,cng,1197.0,17709.0,1.0,750000.0,,,,,
kia,seltos,automatic,5.0,diesel,1493.0,29529.0,1.0,1249000.0,,,,,
datsun,redi,manual,6.0,petrol,799.0,45255.0,1.0,225000.0,,,,,
hyundai,elite,manual,5.0,petrol,1197.0,32118.0,1.0,662000.0,,,,,
maruti,wagon,manual,8.0,petrol,998.0,79338.0,1.0,325000.0,,,,,
honda,brio,manual,10.0,petrol,1198.0,58114.0,1.0,290000.0,,,,,
maruti,swift,manual,4.0,petrol,1197.0,39683.0,1.0,485000.0,,,,,
mahindra,xuv300,manual,4.0,diesel,,79567.0,1.0,820000.0,,,,,
hyundai,xcent,manual,6.0,cng,1197.0,103921.0,1.0,438000.0,,,,,
kia,seltos,automatic,2.0,diesel,,39906.0,1.0,1608000.0,,,,,
hyundai,grand,manual,3.0,petrol,1197.0,14126.0,1.0,553000.0,,,,,
maruti,wagon,manual,10.0,petrol,998.0,53493.0,1.0,262000.0,,,,,
mg,hector,manual,3.0,petrol,1451.0,38816.0,1.0,1503000.0,,,,,
hyundai,aura,manual,2.0,petrol,1197.0,25009.0,1.0,657000.0,,,,,
hyundai,creta,automatic,4.0,petrol,1353.0,48230.0,2.0,1414000.0,,,,,
mahindra,bolero,manual,3.0,diesel,1493.0,35315.0,1.0,860000.0,,,,,
mahindra,scorpio,manual,3.0,diesel,2179.0,68721.0,1.0,1480000.0,,,,,
honda,amaze,manual,6.0,cng,,73050.0,1.0,492000.0,,,,,
maruti,swift,manual,8.0,petrol,1197.0,50176.0,1.0,390000.0,,,,,
maruti,wagon,manual,6.0,cng,998.0,65780.0,2.0,351000.0,,,,,
hyundai,verna,manual,7.0,petrol,1591.0,87228.0,1.0,739000.0,,,,,
maruti,swift,manual,9.0,petrol,1197.0,43805.0,1.0,372000.0,,,,,
maruti,swift,automatic,3.0,petrol,1197.0,29279.0,1.0,647000.0,,,,,
honda,jazz,automatic,6.0,petrol,,55884.0,1.0,616000.0,,,,,
hyundai,elite,manual,5.0,petrol,1197.0,69807.0,3.0,447000.0,,,,,
